dashboard_id,category,sheet_name,mark_type,status,error_name,severity,problem,fix,source_rule,annotator_label,notes
marketing/Web Analytics _ Marketing Dashboard,marketing,KPI Total Video Views,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
marketing/Web Analytics _ Marketing Dashboard,marketing,KPI Total Visits CM,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
marketing/Web Analytics _ Marketing Dashboard,marketing,KPI Video Views,text,Clean,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,Most Active Day,text,Clean,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,Most Active Day Name,text,Clean,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,Most Active Hour,text,Clean,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,Most Active Hour activity,text,Clean,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,Most Active Hour activity.,text,Clean,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,Most active day - Activity,text,Clean,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,Session Duration,text,Clean,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,Visits KPI,text,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Avg Time on Page Value vs Ref_Bar,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Avg Time on Page Value vs Ref_Bar&Line,area,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Avg Time on Page_% Diff,text,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Avg Unique Pageviews Value vs Ref_Bar,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Avg Unique Pageviews Value vs Ref_Bar&Line,area,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Avg Unique Pageviews_% Diff,text,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Headers_Top 5_Avg Time on Page,area,Flagged,No numeric field on any axis,ERROR,This area chart has no numeric or date field on either axis. Bar lengths and line heights need a number to be meaningful.,Add a numeric measure (e.g. SUM of Sales) to Rows or Columns.,bar_tick_area_line_without_continuous_x_y,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Headers_Top 5_Avg Time on Page,area,Flagged,Line chart missing X axis,ERROR,This area chart has no field on the X axis (Columns shelf). Line and area charts need both X and Y to draw the path.,Add a date or continuous field to Columns (X axis).,line_area_without_x_y,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Headers_Top 5_Avg Unique Pageviews,area,Flagged,No numeric field on any axis,ERROR,This area chart has no numeric or date field on either axis. Bar lengths and line heights need a number to be meaningful.,Add a numeric measure (e.g. SUM of Sales) to Rows or Columns.,bar_tick_area_line_without_continuous_x_y,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Headers_Top 5_Avg Unique Pageviews,area,Flagged,Line chart missing X axis,ERROR,This area chart has no field on the X axis (Columns shelf). Line and area charts need both X and Y to draw the path.,Add a date or continuous field to Columns (X axis).,line_area_without_x_y,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Headers_Top 5_Session Duration,area,Flagged,No numeric field on any axis,ERROR,This area chart has no numeric or date field on either axis. Bar lengths and line heights need a number to be meaningful.,Add a numeric measure (e.g. SUM of Sales) to Rows or Columns.,bar_tick_area_line_without_continuous_x_y,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Headers_Top 5_Session Duration,area,Flagged,Line chart missing X axis,ERROR,This area chart has no field on the X axis (Columns shelf). Line and area charts need both X and Y to draw the path.,Add a date or continuous field to Columns (X axis).,line_area_without_x_y,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Headers_Top 5_Total Sessions,area,Flagged,No numeric field on any axis,ERROR,This area chart has no numeric or date field on either axis. Bar lengths and line heights need a number to be meaningful.,Add a numeric measure (e.g. SUM of Sales) to Rows or Columns.,bar_tick_area_line_without_continuous_x_y,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Headers_Top 5_Total Sessions,area,Flagged,Line chart missing X axis,ERROR,This area chart has no field on the X axis (Columns shelf). Line and area charts need both X and Y to draw the path.,Add a date or continuous field to Columns (X axis).,line_area_without_x_y,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,KPI_Avg Time on Page_Chart,area,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,KPI_Avg Unique Pageviews_Chart,area,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,KPI_Session Duration_Chart,area,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,KPI_Total Sessions_Chart,area,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Mini Trends_Avg Time on Page,area,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Mini Trends_Avg Unique Pageviews,area,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Mini Trends_Session Duration,area,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Mini Trends_Total Sessions,area,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Session Duration Value vs Ref_Bar,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Session Duration Value vs Ref_Bar&Line,area,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Session Duration _% Diff,text,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Sessions & Avg Unique Pageviews by Channel Grouping_Bar Chart,bar,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Sessions (%) By Channel Grouping_Bar Chart,text,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Sessions By Category_Bounce% Text,text,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Sessions By Channel Grouping_Area Chart,area,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Sessions By Device_Donut,bar,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Sessions By Device_Text,text,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Sessions By Source_Progress Bar,bar,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Size Legend_For Map,circle,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Slow Pages_ Bar_Viz-in-tooltip,bar,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Total Sessions Value vs Ref_Bar,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Total Sessions Value vs Ref_Bar&Line,area,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Total Sessions_% Diff,text,Clean,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,User Name & Image,circle,Clean,,,,,,,
marketing/Windsor Marketing - Facebook Ads,marketing,Clicks Metrics Comparison,text,Clean,,,,,,,
marketing/Windsor Marketing - Facebook Ads,marketing,Conversion Metrics Comparison,text,Clean,,,,,,,
marketing/Windsor Marketing - Facebook Ads,marketing,Cost & Impressions Comparison,text,Clean,,,,,,,
marketing/Windsor Marketing - Facebook Ads,marketing,Top Campaigns,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
marketing/Windsor Marketing - Google Ads,marketing,CPC Y/Y (2),square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
marketing/Windsor Marketing - Google Ads,marketing,CPC Y/Y actual,bar,Flagged,Chart has no data fields,ERROR,This bar chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
marketing/Windsor Marketing - Google Ads,marketing,CPI Y/Y,square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
marketing/Windsor Marketing - Google Ads,marketing,CPI Y/Y actual,bar,Flagged,Chart has no data fields,ERROR,This bar chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
marketing/Windsor Marketing - Google Ads,marketing,Campaigns Heatmap,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the Y axis.,Add a numeric measure to the Y axis shelf.,point_tick_bar_without_x_or_y,,
marketing/Windsor Marketing - Google Ads,marketing,Clicks Metrics Comparison,text,Clean,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,Clicks Metrics Comparison - Google Ads,text,Clean,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,Clicks Y/Y,square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
marketing/Windsor Marketing - Google Ads,marketing,Clicks Y/Y actual,bar,Flagged,Chart has no data fields,ERROR,This bar chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
marketing/Windsor Marketing - Google Ads,marketing,Conversion Metrics Comparison,text,Clean,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,Conversion Metrics Comparison - Google Ads,text,Clean,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,Cost & Impressions Comparison,text,Clean,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,Cost & Impressions Comparison - Google Ads,text,Clean,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,Customers Y/Y,square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
marketing/Windsor Marketing - Google Ads,marketing,Customers Y/Y actual,bar,Flagged,Chart has no data fields,ERROR,This bar chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
marketing/Windsor Marketing - Google Ads,marketing,Net Revenue Y/Y (2),square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
marketing/Windsor Marketing - Google Ads,marketing,Net Revenue Y/Y actual 2,bar,Flagged,Chart has no data fields,ERROR,This bar chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
marketing/Windsor Marketing - Google Ads,marketing,Top Campaigns,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
marketing/Windsor Marketing - Google Ads,marketing,Top Campaigns - Google Ads,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
marketing/Windsor Marketing - Google Analytics,marketing,Cost & Impressions Comparison - Google Ads,text,Clean,,,,,,,
marketing/Windsor Marketing - Google Analytics,marketing,Sessions Sparkline by Channel,area,Clean,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,CPC Y/Y (2),square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
marketing/Windsor Marketing Dashboard,marketing,CPC Y/Y actual,bar,Flagged,Chart has no data fields,ERROR,This bar chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
marketing/Windsor Marketing Dashboard,marketing,CPI Y/Y,square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
marketing/Windsor Marketing Dashboard,marketing,CPI Y/Y actual,bar,Flagged,Chart has no data fields,ERROR,This bar chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
marketing/Windsor Marketing Dashboard,marketing,Campaigns Heatmap,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the Y axis.,Add a numeric measure to the Y axis shelf.,point_tick_bar_without_x_or_y,,
marketing/Windsor Marketing Dashboard,marketing,Clicks Metrics Comparison,text,Clean,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,Clicks Metrics Comparison - Google Ads,text,Clean,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,Clicks Y/Y,square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
marketing/Windsor Marketing Dashboard,marketing,Clicks Y/Y actual,bar,Flagged,Chart has no data fields,ERROR,This bar chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
marketing/Windsor Marketing Dashboard,marketing,Conversion Metrics Comparison,text,Clean,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,Conversion Metrics Comparison - Google Ads,text,Clean,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,Cost & Impressions Comparison,text,Clean,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,Cost & Impressions Comparison - Google Ads,text,Clean,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,Customers Y/Y,square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
marketing/Windsor Marketing Dashboard,marketing,Customers Y/Y actual,bar,Flagged,Chart has no data fields,ERROR,This bar chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
marketing/Windsor Marketing Dashboard,marketing,Net Revenue Y/Y (2),square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
marketing/Windsor Marketing Dashboard,marketing,Net Revenue Y/Y actual 2,bar,Flagged,Chart has no data fields,ERROR,This bar chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
marketing/Windsor Marketing Dashboard,marketing,Top Campaigns,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
marketing/Windsor Marketing Dashboard,marketing,Top Campaigns - Google Ads,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
operations/2020 Sales Operations,operations,02,bar,Clean,,,,,,,
operations/2020 Sales Operations,operations,03,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
operations/ACME OPERATIONS DASHBOARD OPERATOR GANTT,operations,TRELLIS GAUGE CHARTS - LANG,pie,Clean,,,,,,,
operations/ADB Cofinancing Operations 2021,operations,covid,bar,Clean,,,,,,,
operations/ADB Cofinancing Operations 2021,operations,total,bar,Clean,,,,,,,
"operations/ADB Operational Approvals, 1968-2016",operations,"Region, 1970s",pie,Clean,,,,,,,
"operations/ADB Operational Approvals, 1968-2016",operations,"Region, 1980s",pie,Clean,,,,,,,
"operations/ADB Operational Approvals, 1968-2016",operations,"Region, 1990s",pie,Clean,,,,,,,
"operations/ADB Operational Approvals, 1968-2016",operations,"Region, 2000s",pie,Clean,,,,,,,
"operations/ADB Operational Approvals, 1968-2016",operations,"Region, 2010s",pie,Clean,,,,,,,
operations/Current Operations 2018,operations,By lead,pie,Flagged,Chart has no data fields,ERROR,This pie chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
operations/Current Operations 2018,operations,By region,pie,Flagged,Chart has no data fields,ERROR,This pie chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
operations/Current Operations 2018,operations,By type of crisis,pie,Flagged,Chart has no data fields,ERROR,This pie chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
operations/Dashboard - Dredging Operations,operations,Count of ECC/CNC (2),pie,Clean,,,,,,,
operations/Dashboard - Dredging Operations,operations,Count of Equipment per Region,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
operations/Dashboard - Dredging Operations,operations,Equipment River Basin,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
operations/Dashboard - Dredging Operations,operations,Operational Status per Equipment,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
operations/Dashboard - Dredging Operations,operations,Sheet 18,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
operations/Executive Summary - Operations,operations,OPS- Abandon,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
operations/Executive Summary - Operations,operations,OPS- CSAT,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
operations/Executive Summary - Operations,operations,OPS-Call Daily Avg,square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
operations/Executive Summary - Operations,operations,OPS-Call Vol Summary,square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
operations/Executive Summary - Operations,operations,OPS-MI Cnt Summary,square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
operations/Executive Summary - Operations,operations,OPS-MI Dur Summary,square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
operations/Executive Summary - Operations,operations,OPS-MI Trend,bar,Clean,,,,,,,
operations/Executive Summary - Operations,operations,OPS-SLA Trend,bar,Clean,,,,,,,
operations/Executive Summary - Operations,operations,OPS-SLA Trend-Provider,line,Clean,,,,,,,
operations/Executive Summary - Operations,operations,OPS-Tier1 Sys Avail,square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
operations/Fistula Operation,operations,Birth Attended By Skilled Health Staff (% Of Total) - Fistula Country,pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
operations/Fistula Operation,operations,Birth Attended By Skilled Health Staff (% Of Total)- Country,pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
operations/Fistula Operation,operations,Box Plot - Birth Attended By Skilled Staff - Fistula Region,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Box Plot - Birth Attended By Skilled Staff - Region,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Box Plot - Female Genital Mutilation Prevelance - Fistula Region,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Box Plot - Female Genital Mutilation Prevelance - Region,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Box Plot - Female Teenage Marriage - Fistula Region ,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Box Plot - Female Teenage Marriage - Region,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,"Box Plot - Female, Life Expectancy - Fistula Region",circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,"Box Plot - Female, Life Expectancy - Region",circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Box Plot - GDP - Fistula Region ,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Box Plot - GDP - Region,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Box Plot - Hospital Beds (Per 1000 People) - Fistula Region,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Box Plot - Hospital Beds (Per 1000 People) - Region,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Box Plot - Life Risk At Maternal Death - Fistula Region ,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Box Plot - Life Risk At Maternal Death - Region,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,"Box Plot - Male, Life Expectancy - Fistula Region",circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,"Box Plot - Male, Life Expectancy - Region",circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Box Plot - Nurses And Midwives ( Per 1000 People ) - Fistula Region ,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Box Plot - Nurses And Midwives ( Per 1000 People ) - Region,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Box Plot - Teenage Mother - Fistula Region ,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Box Plot - Teenage Mother - Region,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Box Plot - Violence on Women - Fistula Region ,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Box Plot - Violence on Women - Region,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
